Article	roleplaying	rpgs	xcode	hopper	kong	bytecode	battle	japan	sega	handheld	kinect	invaders	ada	firstperson	survival	game	mmorpgs	fallout	sony	ds	compiler	taito	bestselling	lisp	gun	xbox	playstation	studios	netbeans	rockstar	babbage	namco	neo	cartridge	entertainment	multiplayer	uml	racing	nes	360	compilers	2600	franchises	capcom	genre	super	legend	boy	paradigms	players	iso	tactical	adventure	3ds	lovelace	gamecube	wii	turnbased	arcades	perl	arcade	nintendos	gameplay	tennis	sports	stealth	snes	mary	ead	controller	thirdperson	atari	platformer	debugging	indie	accessories	bros	player	ar	cobol	pong	famicom	genres	zelda	games	sim	gaming	combat	scrum	mario	actionadventure	nintendo	gamers	pokmon	shooter	consoles	fighting	mmorpg	joystick	axn	
Gamepad	0	0	0	0	1	0	0	0	2	2	0	0	0	0	0	11	0	0	1	0	0	0	0	0	1	5	1	0	0	0	0	0	0	0	0	0	0	1	4	3	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	6	0	0	0	1	1	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	5	0	0	0	0	3	0	0	0	3	0	0	4	0	
Video_game	8	0	0	0	0	0	4	4	0	14	1	1	0	3	4	215	1	1	0	0	0	0	3	0	2	5	4	2	0	3	0	0	0	0	12	19	0	5	1	1	0	1	3	0	4	1	0	1	0	38	0	5	2	1	0	0	3	4	3	0	17	2	9	3	5	2	0	0	0	14	1	2	0	0	1	1	0	23	0	0	4	0	13	0	229	3	18	2	0	0	2	5	11	0	4	10	3	1	2	0	
Nim	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Console_game	3	0	0	0	1	0	1	0	2	11	0	0	0	0	2	82	0	0	1	0	0	0	3	0	0	4	3	0	0	0	0	0	0	5	2	5	0	1	0	1	0	3	4	0	1	0	2	0	0	7	0	1	2	0	0	0	0	2	2	0	15	2	1	0	1	1	0	0	0	8	0	3	0	1	0	2	0	10	0	0	1	0	1	2	91	0	9	0	0	4	1	4	1	0	1	36	1	0	0	0	
History_of_video_game_consoles_(second_generation)	2	0	0	0	3	0	0	2	0	5	0	2	0	0	0	40	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	15	1	1	0	0	0	0	0	18	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	16	1	0	0	0	0	0	0	0	5	0	31	0	0	0	2	0	0	0	0	2	0	1	0	36	0	1	1	0	0	0	1	0	0	0	24	0	0	1	0	
Turn-based_tactics	10	0	0	0	0	0	10	0	0	0	0	0	0	2	2	38	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0	5	0	0	0	0	0	0	8	0	0	0	0	4	0	25	1	0	0	0	0	24	0	0	1	0	7	0	1	1	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	5	0	42	3	0	9	0	0	1	0	0	0	1	0	2	1	0	0	
Joystick	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0	11	1	11	0	0	0	0	0	2	0	0	0	0	0	0	9	0	3	0	0	0	0	1	1	0	2	4	1	0	34	0	
Shooter_game	5	0	0	0	0	0	4	0	0	0	0	1	0	11	5	41	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	5	0	3	1	0	0	0	0	0	6	0	0	0	0	5	0	6	2	0	0	0	0	2	0	0	4	0	3	0	1	2	0	0	0	0	8	0	0	0	1	0	2	9	0	0	0	0	2	0	32	3	0	2	0	0	2	0	1	0	24	0	4	1	0	0	
Rockstar_Games	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0	0	0	0	0	0	1	0	0	4	5	10	0	79	0	0	0	0	4	1	0	1	0	1	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	44	0	2	0	0	0	2	1	0	0	1	0	0	0	0	0	
Mobile_gaming	5	0	0	0	0	0	3	4	0	9	0	0	0	0	2	64	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	1	5	0	0	0	0	0	0	3	0	0	0	0	1	0	16	0	1	1	1	0	0	0	3	0	0	3	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	2	0	93	3	16	0	0	0	1	2	0	2	1	3	2	0	0	0	
Massively_multiplayer_online_role-playing_game	12	5	0	0	0	0	2	0	1	0	0	0	0	1	2	68	50	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	18	0	3	0	0	0	0	0	0	5	0	0	0	0	52	0	3	2	0	0	0	0	2	0	0	2	0	8	0	1	1	0	0	0	0	1	0	0	0	2	0	0	10	0	0	0	0	7	0	30	3	1	7	0	0	1	0	5	1	1	1	1	27	0	0	
Interactive_fiction	5	0	0	0	0	0	2	1	0	0	0	0	0	3	2	72	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	6	4	0	3	0	0	0	0	0	0	6	0	5	1	0	10	0	2	42	0	0	0	0	2	0	0	1	0	7	0	1	1	0	0	0	0	1	3	0	0	1	0	0	18	0	0	0	0	2	0	40	3	5	2	0	0	1	0	0	0	2	0	1	1	0	0	
History_of_video_game_consoles_(third_generation)	4	1	0	0	0	0	0	16	22	3	0	0	0	0	0	28	0	0	0	1	0	0	3	0	1	0	0	0	0	0	0	0	0	7	7	1	0	0	25	0	0	1	1	1	0	6	3	5	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	1	0	0	0	2	3	0	15	0	0	0	1	4	1	0	0	0	10	1	3	26	0	3	0	0	5	0	21	0	0	0	21	0	0	0	0	
Nintendo_Entertainment_System	0	0	0	0	6	0	0	20	11	4	0	0	0	0	0	108	0	0	2	2	0	1	3	0	4	3	5	0	0	0	0	1	2	29	41	1	0	0	136	2	0	5	2	1	1	36	5	10	0	3	0	0	1	3	0	3	12	0	0	0	4	15	0	0	1	0	11	0	0	29	0	18	0	0	0	12	11	3	0	0	0	84	0	8	67	0	3	1	0	11	0	136	2	2	1	23	0	0	3	0	
Handheld_game_console	0	0	0	0	0	0	2	15	15	80	0	0	0	0	0	191	0	0	9	25	0	0	0	0	0	0	28	0	0	0	0	0	15	1	2	3	0	0	3	0	0	1	0	0	0	7	5	91	0	3	0	0	2	18	0	1	1	0	0	0	3	7	1	0	0	0	1	0	0	2	0	9	0	0	0	0	0	5	0	0	0	0	0	5	38	0	9	0	0	0	0	73	1	3	0	30	0	0	0	0	
Game_development	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	245	0	0	2	0	0	0	0	0	0	2	1	2	0	0	0	1	0	0	7	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	12	0	1	0	0	0	0	0	0	0	0	0	6	0	0	2	0	0	1	0	0	0	73	0	4	0	0	1	0	2	0	0	1	10	0	1	0	0	
Video_game_genre	10	0	0	0	0	0	3	0	0	3	0	1	0	3	5	62	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	5	0	5	0	0	0	0	2	0	10	0	0	0	0	2	0	3	3	0	0	0	0	4	0	0	4	0	7	0	4	2	0	0	0	0	1	0	2	0	1	0	0	4	0	0	0	0	20	0	21	3	0	2	0	0	2	0	0	0	7	0	3	1	0	0	
Fighting_game	5	0	0	0	0	0	5	1	1	0	0	0	0	5	5	54	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	1	6	0	3	0	0	0	0	3	1	15	2	0	0	0	12	0	3	1	0	0	0	0	2	2	0	4	0	3	0	2	2	0	0	0	0	3	0	0	0	2	0	0	8	2	0	0	0	3	0	28	3	3	8	0	0	2	0	0	0	9	0	39	1	1	0	
Arcade_game	5	0	0	0	4	0	3	10	21	3	0	4	0	1	2	67	0	0	2	0	0	2	4	0	4	3	6	0	0	0	0	1	1	0	2	3	0	3	0	0	0	0	5	0	2	4	1	0	0	3	0	1	1	0	0	2	1	2	18	0	90	0	3	0	1	1	0	0	0	1	0	5	0	0	0	2	1	5	1	0	6	0	3	0	99	1	5	2	0	2	1	3	1	0	2	8	3	0	0	0	
